VitalSignsCaptureWave v1.004
Datex AS3 Monitor
Time,CO2,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:34 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:35 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:36 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:37 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:38 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0.01,
8:15:39 AM,0.01,
8:15:39 AM,0.01,
8:15:39 AM,0.01,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:39 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0,
8:15:40 AM,0.01,
8:15:40 AM,0.01,
8:15:40 AM,0.01,
8:15:40 AM,0.01,
8:15:40 AM,0.01,
8:15:40 AM,0.01,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:41 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:42 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:43 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:44 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:45 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0.01,
8:15:46 AM,0.01,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0,
8:15:46 AM,0.01,
8:15:46 AM,0.01,
8:15:46 AM,0.01,
8:15:46 AM,0.01,
8:15:46 AM,0.01,
8:15:47 AM,0.01,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:47 AM,0.01,
8:15:47 AM,0.01,
8:15:47 AM,0.01,
8:15:47 AM,0.01,
8:15:47 AM,0,
8:15:47 AM,0.01,
8:15:47 AM,0,
8:15:47 AM,0,
8:15:48 AM,0.01,
8:15:48 AM,0.01,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0.01,
8:15:48 AM,0.01,
8:15:48 AM,0,
8:15:48 AM,0.01,
8:15:48 AM,0.01,
8:15:48 AM,0.01,
8:15:48 AM,0.01,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:48 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0.01,
8:15:49 AM,0.01,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:49 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
8:15:50 AM,0,
